SAMPLE_ID	BODY_SITE	ANALYTE_TYPE	IS_TUMOR
NA20412	peripheral 	blood 	DNA unknown
HG00171	peripheral 	blood 	DNA unknown
HG00159	peripheral 	blood 	DNA unknown
HG00743	peripheral 	blood 	DNA unknown
HG03120	peripheral 	blood 	DNA unknown
HG00188	peripheral 	blood 	DNA unknown
HG02219	peripheral 	blood 	DNA unknown
HG00361	peripheral 	blood 	DNA unknown
NA19764	peripheral 	blood 	DNA unknown
HG00250	peripheral 	blood 	DNA unknown
HG02614	peripheral 	blood 	DNA unknown
HG00128	peripheral 	blood 	DNA unknown
HG01241	peripheral 	blood 	DNA unknown
HG01402	peripheral 	blood 	DNA unknown
HG00321	peripheral 	blood 	DNA unknown
NA19448	peripheral 	blood 	DNA unknown
HG01794	peripheral 	blood 	DNA unknown
HG02235	peripheral 	blood 	DNA unknown
NA18605	peripheral 	blood 	DNA unknown
NA18924	peripheral 	blood 	DNA unknown
NA18501	peripheral 	blood 	DNA unknown
NA19712	peripheral 	blood 	DNA unknown
NA18950	peripheral 	blood 	DNA unknown
HG03511	peripheral 	blood 	DNA unknown
HG02968	peripheral 	blood 	DNA unknown
HG02820	peripheral 	blood 	DNA unknown
HG00384	peripheral 	blood 	DNA unknown
NA12399	peripheral 	blood 	DNA unknown
HG00100	peripheral 	blood 	DNA unknown
NA19028	peripheral 	blood 	DNA unknown
NA12003	peripheral 	blood 	DNA unknown
NA19063	peripheral 	blood 	DNA unknown
HG01149	peripheral 	blood 	DNA unknown
HG01341	peripheral 	blood 	DNA unknown
HG01348	peripheral 	blood 	DNA unknown
HG01350	peripheral 	blood 	DNA unknown
HG01363	peripheral 	blood 	DNA unknown
HG01369	peripheral 	blood 	DNA unknown
HG01435	peripheral 	blood 	DNA unknown
HG01443	peripheral 	blood 	DNA unknown
HG01494	peripheral 	blood 	DNA unknown
HG01495	peripheral 	blood 	DNA unknown
HG01565	peripheral 	blood 	DNA unknown
HG01566	peripheral 	blood 	DNA unknown
HG01571	peripheral 	blood 	DNA unknown
HG01572	peripheral 	blood 	DNA unknown
HG01577	peripheral 	blood 	DNA unknown
HG01578	peripheral 	blood 	DNA unknown
HG01586	peripheral 	blood 	DNA unknown
HG01589	peripheral 	blood 	DNA unknown
HG01892	peripheral 	blood 	DNA unknown
HG01893	peripheral 	blood 	DNA unknown
HG01917	peripheral 	blood 	DNA unknown
HG01918	peripheral 	blood 	DNA unknown
HG01920	peripheral 	blood 	DNA unknown
HG01921	peripheral 	blood 	DNA unknown
HG01923	peripheral 	blood 	DNA unknown
HG01924	peripheral 	blood 	DNA unknown
HG01927	peripheral 	blood 	DNA unknown
HG01932	peripheral 	blood 	DNA unknown
HG01933	peripheral 	blood 	DNA unknown
HG01935	peripheral 	blood 	DNA unknown
HG01936	peripheral 	blood 	DNA unknown
HG01939	peripheral 	blood 	DNA unknown
HG01941	peripheral 	blood 	DNA unknown
HG01942	peripheral 	blood 	DNA unknown
HG01945	peripheral 	blood 	DNA unknown
HG01947	peripheral 	blood 	DNA unknown
HG01948	peripheral 	blood 	DNA unknown
HG01950	peripheral 	blood 	DNA unknown
HG01951	peripheral 	blood 	DNA unknown
HG01953	peripheral 	blood 	DNA unknown
HG01954	peripheral 	blood 	DNA unknown
HG01961	peripheral 	blood 	DNA unknown
HG01965	peripheral 	blood 	DNA unknown
HG01967	peripheral 	blood 	DNA unknown
HG01970	peripheral 	blood 	DNA unknown
HG01971	peripheral 	blood 	DNA unknown
HG01973	peripheral 	blood 	DNA unknown
HG01974	peripheral 	blood 	DNA unknown
HG01976	peripheral 	blood 	DNA unknown
HG01977	peripheral 	blood 	DNA unknown
HG01979	peripheral 	blood 	DNA unknown
HG01980	peripheral 	blood 	DNA unknown
HG01982	peripheral 	blood 	DNA unknown
HG01991	peripheral 	blood 	DNA unknown
HG01992	peripheral 	blood 	DNA unknown
HG01997	peripheral 	blood 	DNA unknown
HG02002	peripheral 	blood 	DNA unknown
HG02003	peripheral 	blood 	DNA unknown
HG02008	peripheral 	blood 	DNA unknown
HG02089	peripheral 	blood 	DNA unknown
HG02090	peripheral 	blood 	DNA unknown
HG02102	peripheral 	blood 	DNA unknown
HG02104	peripheral 	blood 	DNA unknown
HG02105	peripheral 	blood 	DNA unknown
HG02146	peripheral 	blood 	DNA unknown
HG02147	peripheral 	blood 	DNA unknown
HG02150	peripheral 	blood 	DNA unknown
HG02252	peripheral 	blood 	DNA unknown
HG02253	peripheral 	blood 	DNA unknown
HG02259	peripheral 	blood 	DNA unknown
HG02260	peripheral 	blood 	DNA unknown
HG02262	peripheral 	blood 	DNA unknown
HG02265	peripheral 	blood 	DNA unknown
HG02266	peripheral 	blood 	DNA unknown
HG02271	peripheral 	blood 	DNA unknown
HG02274	peripheral 	blood 	DNA unknown
HG02275	peripheral 	blood 	DNA unknown
HG02277	peripheral 	blood 	DNA unknown
HG02278	peripheral 	blood 	DNA unknown
HG02285	peripheral 	blood 	DNA unknown
HG02286	peripheral 	blood 	DNA unknown
HG02291	peripheral 	blood 	DNA unknown
HG02292	peripheral 	blood 	DNA unknown
HG02298	peripheral 	blood 	DNA unknown
HG02299	peripheral 	blood 	DNA unknown
HG02301	peripheral 	blood 	DNA unknown
HG02304	peripheral 	blood 	DNA unknown
HG02312	peripheral 	blood 	DNA unknown
HG02345	peripheral 	blood 	DNA unknown
HG02348	peripheral 	blood 	DNA unknown
HG02425	peripheral 	blood 	DNA unknown
HG02491	peripheral 	blood 	DNA unknown
HG02600	peripheral 	blood 	DNA unknown
HG02601	peripheral 	blood 	DNA unknown
HG02652	peripheral 	blood 	DNA unknown
HG02657	peripheral 	blood 	DNA unknown
HG02658	peripheral 	blood 	DNA unknown
HG02660	peripheral 	blood 	DNA unknown
HG02661	peripheral 	blood 	DNA unknown
HG02684	peripheral 	blood 	DNA unknown
HG02685	peripheral 	blood 	DNA unknown
HG02687	peripheral 	blood 	DNA unknown
HG02688	peripheral 	blood 	DNA unknown
HG02696	peripheral 	blood 	DNA unknown
HG02724	peripheral 	blood 	DNA unknown
HG02725	peripheral 	blood 	DNA unknown
HG02727	peripheral 	blood 	DNA unknown
HG02728	peripheral 	blood 	DNA unknown
HG02731	peripheral 	blood 	DNA unknown
HG02774	peripheral 	blood 	DNA unknown
HG02775	peripheral 	blood 	DNA unknown
HG02778	peripheral 	blood 	DNA unknown
HG02780	peripheral 	blood 	DNA unknown
HG02783	peripheral 	blood 	DNA unknown
HG02784	peripheral 	blood 	DNA unknown
HG02786	peripheral 	blood 	DNA unknown
HG02787	peripheral 	blood 	DNA unknown
HG02789	peripheral 	blood 	DNA unknown
HG02790	peripheral 	blood 	DNA unknown
HG02792	peripheral 	blood 	DNA unknown
HG02793	peripheral 	blood 	DNA unknown
HG03006	peripheral 	blood 	DNA unknown
HG03007	peripheral 	blood 	DNA unknown
HG03009	peripheral 	blood 	DNA unknown
HG03012	peripheral 	blood 	DNA unknown
HG03015	peripheral 	blood 	DNA unknown
HG03016	peripheral 	blood 	DNA unknown
HG03018	peripheral 	blood 	DNA unknown
HG03019	peripheral 	blood 	DNA unknown
HG03021	peripheral 	blood 	DNA unknown
HG03022	peripheral 	blood 	DNA unknown
HG03228	peripheral 	blood 	DNA unknown
HG03229	peripheral 	blood 	DNA unknown
HG03234	peripheral 	blood 	DNA unknown
HG03235	peripheral 	blood 	DNA unknown
HG03490	peripheral 	blood 	DNA unknown
HG03491	peripheral 	blood 	DNA unknown
HG03585	peripheral 	blood 	DNA unknown
HG03589	peripheral 	blood 	DNA unknown
HG03593	peripheral 	blood 	DNA unknown
HG03594	peripheral 	blood 	DNA unknown
HG03595	peripheral 	blood 	DNA unknown
HG03598	peripheral 	blood 	DNA unknown
HG03600	peripheral 	blood 	DNA unknown
HG03603	peripheral 	blood 	DNA unknown
HG03604	peripheral 	blood 	DNA unknown
HG03607	peripheral 	blood 	DNA unknown
HG03611	peripheral 	blood 	DNA unknown
HG03615	peripheral 	blood 	DNA unknown
HG03616	peripheral 	blood 	DNA unknown
HG03629	peripheral 	blood 	DNA unknown
HG03631	peripheral 	blood 	DNA unknown
HG03636	peripheral 	blood 	DNA unknown
HG03640	peripheral 	blood 	DNA unknown
HG03642	peripheral 	blood 	DNA unknown
HG03643	peripheral 	blood 	DNA unknown
HG03644	peripheral 	blood 	DNA unknown
HG03645	peripheral 	blood 	DNA unknown
HG03646	peripheral 	blood 	DNA unknown
HG03649	peripheral 	blood 	DNA unknown
HG03652	peripheral 	blood 	DNA unknown
HG03653	peripheral 	blood 	DNA unknown
HG03660	peripheral 	blood 	DNA unknown
HG03663	peripheral 	blood 	DNA unknown
HG03667	peripheral 	blood 	DNA unknown
HG03668	peripheral 	blood 	DNA unknown
HG03672	peripheral 	blood 	DNA unknown
HG03673	peripheral 	blood 	DNA unknown
HG03679	peripheral 	blood 	DNA unknown
HG03680	peripheral 	blood 	DNA unknown
HG03681	peripheral 	blood 	DNA unknown
HG03684	peripheral 	blood 	DNA unknown
HG03685	peripheral 	blood 	DNA unknown
HG03686	peripheral 	blood 	DNA unknown
HG03687	peripheral 	blood 	DNA unknown
HG03689	peripheral 	blood 	DNA unknown
HG03690	peripheral 	blood 	DNA unknown
HG03691	peripheral 	blood 	DNA unknown
HG03692	peripheral 	blood 	DNA unknown
HG03693	peripheral 	blood 	DNA unknown
HG03694	peripheral 	blood 	DNA unknown
HG03695	peripheral 	blood 	DNA unknown
HG03696	peripheral 	blood 	DNA unknown
HG03697	peripheral 	blood 	DNA unknown
HG03698	peripheral 	blood 	DNA unknown
HG03702	peripheral 	blood 	DNA unknown
HG03703	peripheral 	blood 	DNA unknown
HG03705	peripheral 	blood 	DNA unknown
HG03706	peripheral 	blood 	DNA unknown
HG03708	peripheral 	blood 	DNA unknown
HG03709	peripheral 	blood 	DNA unknown
HG03711	peripheral 	blood 	DNA unknown
HG03713	peripheral 	blood 	DNA unknown
HG03714	peripheral 	blood 	DNA unknown
HG03716	peripheral 	blood 	DNA unknown
HG03717	peripheral 	blood 	DNA unknown
HG03718	peripheral 	blood 	DNA unknown
HG03720	peripheral 	blood 	DNA unknown
HG03722	peripheral 	blood 	DNA unknown
HG03727	peripheral 	blood 	DNA unknown
HG03729	peripheral 	blood 	DNA unknown
HG03730	peripheral 	blood 	DNA unknown
HG03731	peripheral 	blood 	DNA unknown
HG03733	peripheral 	blood 	DNA unknown
HG03736	peripheral 	blood 	DNA unknown
HG03738	peripheral 	blood 	DNA unknown
HG03740	peripheral 	blood 	DNA unknown
HG03741	peripheral 	blood 	DNA unknown
HG03742	peripheral 	blood 	DNA unknown
HG03743	peripheral 	blood 	DNA unknown
HG03744	peripheral 	blood 	DNA unknown
HG03745	peripheral 	blood 	DNA unknown
HG03746	peripheral 	blood 	DNA unknown
HG03750	peripheral 	blood 	DNA unknown
HG03752	peripheral 	blood 	DNA unknown
HG03753	peripheral 	blood 	DNA unknown
HG03754	peripheral 	blood 	DNA unknown
HG03755	peripheral 	blood 	DNA unknown
HG03756	peripheral 	blood 	DNA unknown
HG03757	peripheral 	blood 	DNA unknown
HG03760	peripheral 	blood 	DNA unknown
HG03762	peripheral 	blood 	DNA unknown
HG03770	peripheral 	blood 	DNA unknown
HG03771	peripheral 	blood 	DNA unknown
HG03772	peripheral 	blood 	DNA unknown
HG03773	peripheral 	blood 	DNA unknown
HG03774	peripheral 	blood 	DNA unknown
HG03775	peripheral 	blood 	DNA unknown
HG03777	peripheral 	blood 	DNA unknown
HG03778	peripheral 	blood 	DNA unknown
HG03779	peripheral 	blood 	DNA unknown
HG03780	peripheral 	blood 	DNA unknown
HG03781	peripheral 	blood 	DNA unknown
HG03782	peripheral 	blood 	DNA unknown
HG03784	peripheral 	blood 	DNA unknown
HG03785	peripheral 	blood 	DNA unknown
HG03786	peripheral 	blood 	DNA unknown
HG03787	peripheral 	blood 	DNA unknown
HG03788	peripheral 	blood 	DNA unknown
HG03789	peripheral 	blood 	DNA unknown
HG03790	peripheral 	blood 	DNA unknown
HG03792	peripheral 	blood 	DNA unknown
HG03793	peripheral 	blood 	DNA unknown
HG03796	peripheral 	blood 	DNA unknown
HG03800	peripheral 	blood 	DNA unknown
HG03802	peripheral 	blood 	DNA unknown
HG03803	peripheral 	blood 	DNA unknown
HG03805	peripheral 	blood 	DNA unknown
HG03808	peripheral 	blood 	DNA unknown
HG03809	peripheral 	blood 	DNA unknown
HG03812	peripheral 	blood 	DNA unknown
HG03814	peripheral 	blood 	DNA unknown
HG03815	peripheral 	blood 	DNA unknown
HG03817	peripheral 	blood 	DNA unknown
HG03821	peripheral 	blood 	DNA unknown
HG03823	peripheral 	blood 	DNA unknown
HG03824	peripheral 	blood 	DNA unknown
HG03826	peripheral 	blood 	DNA unknown
HG03829	peripheral 	blood 	DNA unknown
HG03830	peripheral 	blood 	DNA unknown
HG03832	peripheral 	blood 	DNA unknown
HG03833	peripheral 	blood 	DNA unknown
HG03836	peripheral 	blood 	DNA unknown
HG03837	peripheral 	blood 	DNA unknown
HG03838	peripheral 	blood 	DNA unknown
HG03844	peripheral 	blood 	DNA unknown
HG03846	peripheral 	blood 	DNA unknown
HG03848	peripheral 	blood 	DNA unknown
HG03849	peripheral 	blood 	DNA unknown
HG03850	peripheral 	blood 	DNA unknown
HG03851	peripheral 	blood 	DNA unknown
HG03854	peripheral 	blood 	DNA unknown
HG03856	peripheral 	blood 	DNA unknown
HG03857	peripheral 	blood 	DNA unknown
HG03858	peripheral 	blood 	DNA unknown
HG03861	peripheral 	blood 	DNA unknown
HG03862	peripheral 	blood 	DNA unknown
HG03863	peripheral 	blood 	DNA unknown
HG03864	peripheral 	blood 	DNA unknown
HG03866	peripheral 	blood 	DNA unknown
HG03867	peripheral 	blood 	DNA unknown
HG03868	peripheral 	blood 	DNA unknown
HG03869	peripheral 	blood 	DNA unknown
HG03870	peripheral 	blood 	DNA unknown
HG03871	peripheral 	blood 	DNA unknown
HG03872	peripheral 	blood 	DNA unknown
HG03873	peripheral 	blood 	DNA unknown
HG03874	peripheral 	blood 	DNA unknown
HG03875	peripheral 	blood 	DNA unknown
HG03882	peripheral 	blood 	DNA unknown
HG03884	peripheral 	blood 	DNA unknown
HG03885	peripheral 	blood 	DNA unknown
HG03886	peripheral 	blood 	DNA unknown
HG03887	peripheral 	blood 	DNA unknown
HG03888	peripheral 	blood 	DNA unknown
HG03890	peripheral 	blood 	DNA unknown
HG03894	peripheral 	blood 	DNA unknown
HG03895	peripheral 	blood 	DNA unknown
HG03896	peripheral 	blood 	DNA unknown
HG03897	peripheral 	blood 	DNA unknown
HG03898	peripheral 	blood 	DNA unknown
HG03899	peripheral 	blood 	DNA unknown
HG03900	peripheral 	blood 	DNA unknown
HG03902	peripheral 	blood 	DNA unknown
HG03905	peripheral 	blood 	DNA unknown
HG03907	peripheral 	blood 	DNA unknown
HG03908	peripheral 	blood 	DNA unknown
HG03910	peripheral 	blood 	DNA unknown
HG03911	peripheral 	blood 	DNA unknown
HG03913	peripheral 	blood 	DNA unknown
HG03914	peripheral 	blood 	DNA unknown
HG03916	peripheral 	blood 	DNA unknown
HG03917	peripheral 	blood 	DNA unknown
HG03919	peripheral 	blood 	DNA unknown
HG03920	peripheral 	blood 	DNA unknown
HG03922	peripheral 	blood 	DNA unknown
HG03925	peripheral 	blood 	DNA unknown
HG03926	peripheral 	blood 	DNA unknown
HG03928	peripheral 	blood 	DNA unknown
HG03931	peripheral 	blood 	DNA unknown
HG03934	peripheral 	blood 	DNA unknown
HG03937	peripheral 	blood 	DNA unknown
HG03940	peripheral 	blood 	DNA unknown
HG03941	peripheral 	blood 	DNA unknown
HG03943	peripheral 	blood 	DNA unknown
HG03944	peripheral 	blood 	DNA unknown
HG03945	peripheral 	blood 	DNA unknown
HG03947	peripheral 	blood 	DNA unknown
HG03949	peripheral 	blood 	DNA unknown
HG03950	peripheral 	blood 	DNA unknown
HG03951	peripheral 	blood 	DNA unknown
HG03953	peripheral 	blood 	DNA unknown
HG03955	peripheral 	blood 	DNA unknown
HG03960	peripheral 	blood 	DNA unknown
HG03963	peripheral 	blood 	DNA unknown
HG03965	peripheral 	blood 	DNA unknown
HG03967	peripheral 	blood 	DNA unknown
HG03968	peripheral 	blood 	DNA unknown
HG03969	peripheral 	blood 	DNA unknown
HG03971	peripheral 	blood 	DNA unknown
HG03973	peripheral 	blood 	DNA unknown
HG03974	peripheral 	blood 	DNA unknown
HG03976	peripheral 	blood 	DNA unknown
HG03977	peripheral 	blood 	DNA unknown
HG03978	peripheral 	blood 	DNA unknown
HG03985	peripheral 	blood 	DNA unknown
HG03986	peripheral 	blood 	DNA unknown
HG03989	peripheral 	blood 	DNA unknown
HG03990	peripheral 	blood 	DNA unknown
HG03991	peripheral 	blood 	DNA unknown
HG03995	peripheral 	blood 	DNA unknown
HG03998	peripheral 	blood 	DNA unknown
HG03999	peripheral 	blood 	DNA unknown
HG04001	peripheral 	blood 	DNA unknown
HG04002	peripheral 	blood 	DNA unknown
HG04003	peripheral 	blood 	DNA unknown
HG04006	peripheral 	blood 	DNA unknown
HG04014	peripheral 	blood 	DNA unknown
HG04015	peripheral 	blood 	DNA unknown
HG04017	peripheral 	blood 	DNA unknown
HG04018	peripheral 	blood 	DNA unknown
HG04019	peripheral 	blood 	DNA unknown
HG04020	peripheral 	blood 	DNA unknown
HG04022	peripheral 	blood 	DNA unknown
HG04023	peripheral 	blood 	DNA unknown
HG04025	peripheral 	blood 	DNA unknown
HG04026	peripheral 	blood 	DNA unknown
HG04029	peripheral 	blood 	DNA unknown
HG04033	peripheral 	blood 	DNA unknown
HG04035	peripheral 	blood 	DNA unknown
HG04038	peripheral 	blood 	DNA unknown
HG04039	peripheral 	blood 	DNA unknown
HG04042	peripheral 	blood 	DNA unknown
HG04047	peripheral 	blood 	DNA unknown
HG04054	peripheral 	blood 	DNA unknown
HG04056	peripheral 	blood 	DNA unknown
HG04059	peripheral 	blood 	DNA unknown
HG04060	peripheral 	blood 	DNA unknown
HG04061	peripheral 	blood 	DNA unknown
HG04062	peripheral 	blood 	DNA unknown
HG04063	peripheral 	blood 	DNA unknown
HG04070	peripheral 	blood 	DNA unknown
HG04075	peripheral 	blood 	DNA unknown
HG04076	peripheral 	blood 	DNA unknown
HG04080	peripheral 	blood 	DNA unknown
HG04090	peripheral 	blood 	DNA unknown
HG04093	peripheral 	blood 	DNA unknown
HG04094	peripheral 	blood 	DNA unknown
HG04096	peripheral 	blood 	DNA unknown
HG04098	peripheral 	blood 	DNA unknown
HG04099	peripheral 	blood 	DNA unknown
HG04100	peripheral 	blood 	DNA unknown
HG04106	peripheral 	blood 	DNA unknown
HG04107	peripheral 	blood 	DNA unknown
HG04118	peripheral 	blood 	DNA unknown
HG04131	peripheral 	blood 	DNA unknown
HG04134	peripheral 	blood 	DNA unknown
HG04140	peripheral 	blood 	DNA unknown
HG04141	peripheral 	blood 	DNA unknown
HG04144	peripheral 	blood 	DNA unknown
HG04146	peripheral 	blood 	DNA unknown
HG04152	peripheral 	blood 	DNA unknown
HG04153	peripheral 	blood 	DNA unknown
HG04155	peripheral 	blood 	DNA unknown
HG04156	peripheral 	blood 	DNA unknown
HG04158	peripheral 	blood 	DNA unknown
HG04159	peripheral 	blood 	DNA unknown
HG04161	peripheral 	blood 	DNA unknown
HG04162	peripheral 	blood 	DNA unknown
HG04164	peripheral 	blood 	DNA unknown
HG04171	peripheral 	blood 	DNA unknown
HG04173	peripheral 	blood 	DNA unknown
HG04176	peripheral 	blood 	DNA unknown
HG04177	peripheral 	blood 	DNA unknown
HG04180	peripheral 	blood 	DNA unknown
HG04182	peripheral 	blood 	DNA unknown
HG04183	peripheral 	blood 	DNA unknown
HG04185	peripheral 	blood 	DNA unknown
HG04186	peripheral 	blood 	DNA unknown
HG04188	peripheral 	blood 	DNA unknown
HG04189	peripheral 	blood 	DNA unknown
HG04194	peripheral 	blood 	DNA unknown
HG04195	peripheral 	blood 	DNA unknown
HG04198	peripheral 	blood 	DNA unknown
HG04200	peripheral 	blood 	DNA unknown
HG04202	peripheral 	blood 	DNA unknown
HG04206	peripheral 	blood 	DNA unknown
HG04209	peripheral 	blood 	DNA unknown
HG04210	peripheral 	blood 	DNA unknown
HG04211	peripheral 	blood 	DNA unknown
HG04212	peripheral 	blood 	DNA unknown
HG04214	peripheral 	blood 	DNA unknown
HG04216	peripheral 	blood 	DNA unknown
HG04219	peripheral 	blood 	DNA unknown
HG04222	peripheral 	blood 	DNA unknown
HG04225	peripheral 	blood 	DNA unknown
HG04227	peripheral 	blood 	DNA unknown
HG04229	peripheral 	blood 	DNA unknown
HG04235	peripheral 	blood 	DNA unknown
HG04238	peripheral 	blood 	DNA unknown
HG04239	peripheral 	blood 	DNA unknown
NA19654	peripheral 	blood 	DNA unknown
NA19657	peripheral 	blood 	DNA unknown
NA19661	peripheral 	blood 	DNA unknown
NA19663	peripheral 	blood 	DNA unknown
NA19664	peripheral 	blood 	DNA unknown
NA19670	peripheral 	blood 	DNA unknown
NA19681	peripheral 	blood 	DNA unknown
NA19682	peripheral 	blood 	DNA unknown
NA19716	peripheral 	blood 	DNA unknown
NA19717	peripheral 	blood 	DNA unknown
NA19719	peripheral 	blood 	DNA unknown
NA19720	peripheral 	blood 	DNA unknown
NA19722	peripheral 	blood 	DNA unknown
NA19723	peripheral 	blood 	DNA unknown
NA19726	peripheral 	blood 	DNA unknown
NA19728	peripheral 	blood 	DNA unknown
NA19729	peripheral 	blood 	DNA unknown
NA19732	peripheral 	blood 	DNA unknown
NA19734	peripheral 	blood 	DNA unknown
NA19735	peripheral 	blood 	DNA unknown
NA19740	peripheral 	blood 	DNA unknown
NA19741	peripheral 	blood 	DNA unknown
NA19746	peripheral 	blood 	DNA unknown
NA19747	peripheral 	blood 	DNA unknown
NA19749	peripheral 	blood 	DNA unknown
NA19752	peripheral 	blood 	DNA unknown
NA19755	peripheral 	blood 	DNA unknown
NA19756	peripheral 	blood 	DNA unknown
NA19758	peripheral 	blood 	DNA unknown
NA19759	peripheral 	blood 	DNA unknown
NA19761	peripheral 	blood 	DNA unknown
NA19762	peripheral 	blood 	DNA unknown
NA19770	peripheral 	blood 	DNA unknown
NA19771	peripheral 	blood 	DNA unknown
NA19774	peripheral 	blood 	DNA unknown
NA19776	peripheral 	blood 	DNA unknown
NA19777	peripheral 	blood 	DNA unknown
NA19782	peripheral 	blood 	DNA unknown
NA19783	peripheral 	blood 	DNA unknown
NA19785	peripheral 	blood 	DNA unknown
NA19786	peripheral 	blood 	DNA unknown
NA19788	peripheral 	blood 	DNA unknown
NA19789	peripheral 	blood 	DNA unknown
NA19795	peripheral 	blood 	DNA unknown
NA20314	peripheral 	blood 	DNA unknown
NA20845	peripheral 	blood 	DNA unknown
NA20846	peripheral 	blood 	DNA unknown
NA20847	peripheral 	blood 	DNA unknown
NA20849	peripheral 	blood 	DNA unknown
NA20851	peripheral 	blood 	DNA unknown
NA20852	peripheral 	blood 	DNA unknown
NA20853	peripheral 	blood 	DNA unknown
NA20854	peripheral 	blood 	DNA unknown
NA20856	peripheral 	blood 	DNA unknown
NA20859	peripheral 	blood 	DNA unknown
NA20861	peripheral 	blood 	DNA unknown
NA20863	peripheral 	blood 	DNA unknown
NA20866	peripheral 	blood 	DNA unknown
NA20867	peripheral 	blood 	DNA unknown
NA20868	peripheral 	blood 	DNA unknown
NA20869	peripheral 	blood 	DNA unknown
NA20874	peripheral 	blood 	DNA unknown
NA20875	peripheral 	blood 	DNA unknown
NA20876	peripheral 	blood 	DNA unknown
NA20877	peripheral 	blood 	DNA unknown
NA20878	peripheral 	blood 	DNA unknown
NA20882	peripheral 	blood 	DNA unknown
NA20884	peripheral 	blood 	DNA unknown
NA20885	peripheral 	blood 	DNA unknown
NA20887	peripheral 	blood 	DNA unknown
NA20888	peripheral 	blood 	DNA unknown
NA20889	peripheral 	blood 	DNA unknown
NA20891	peripheral 	blood 	DNA unknown
NA20892	peripheral 	blood 	DNA unknown
NA20894	peripheral 	blood 	DNA unknown
NA20895	peripheral 	blood 	DNA unknown
NA20896	peripheral 	blood 	DNA unknown
NA20897	peripheral 	blood 	DNA unknown
NA20899	peripheral 	blood 	DNA unknown
NA20900	peripheral 	blood 	DNA unknown
NA20901	peripheral 	blood 	DNA unknown
NA20902	peripheral 	blood 	DNA unknown
NA20903	peripheral 	blood 	DNA unknown
NA20905	peripheral 	blood 	DNA unknown
NA20906	peripheral 	blood 	DNA unknown
NA20908	peripheral 	blood 	DNA unknown
NA20911	peripheral 	blood 	DNA unknown
NA21086	peripheral 	blood 	DNA unknown
NA21087	peripheral 	blood 	DNA unknown
NA21088	peripheral 	blood 	DNA unknown
NA21089	peripheral 	blood 	DNA unknown
NA21090	peripheral 	blood 	DNA unknown
NA21091	peripheral 	blood 	DNA unknown
NA21092	peripheral 	blood 	DNA unknown
NA21093	peripheral 	blood 	DNA unknown
NA21094	peripheral 	blood 	DNA unknown
NA21095	peripheral 	blood 	DNA unknown
NA21097	peripheral 	blood 	DNA unknown
NA21098	peripheral 	blood 	DNA unknown
NA21099	peripheral 	blood 	DNA unknown
NA21100	peripheral 	blood 	DNA unknown
NA21101	peripheral 	blood 	DNA unknown
NA21102	peripheral 	blood 	DNA unknown
NA21103	peripheral 	blood 	DNA unknown
NA21104	peripheral 	blood 	DNA unknown
NA21105	peripheral 	blood 	DNA unknown
NA21106	peripheral 	blood 	DNA unknown
NA21107	peripheral 	blood 	DNA unknown
NA21109	peripheral 	blood 	DNA unknown
NA21110	peripheral 	blood 	DNA unknown
NA21111	peripheral 	blood 	DNA unknown
NA21112	peripheral 	blood 	DNA unknown
NA21113	peripheral 	blood 	DNA unknown
NA21114	peripheral 	blood 	DNA unknown
NA21115	peripheral 	blood 	DNA unknown
NA21116	peripheral 	blood 	DNA unknown
NA21117	peripheral 	blood 	DNA unknown
NA21118	peripheral 	blood 	DNA unknown
NA21119	peripheral 	blood 	DNA unknown
NA21120	peripheral 	blood 	DNA unknown
NA21122	peripheral 	blood 	DNA unknown
NA21123	peripheral 	blood 	DNA unknown
NA21124	peripheral 	blood 	DNA unknown
NA21125	peripheral 	blood 	DNA unknown
NA21126	peripheral 	blood 	DNA unknown
NA21127	peripheral 	blood 	DNA unknown
NA21128	peripheral 	blood 	DNA unknown
NA21129	peripheral 	blood 	DNA unknown
NA21130	peripheral 	blood 	DNA unknown
NA21133	peripheral 	blood 	DNA unknown
NA21135	peripheral 	blood 	DNA unknown
NA21137	peripheral 	blood 	DNA unknown
NA21141	peripheral 	blood 	DNA unknown
NA21142	peripheral 	blood 	DNA unknown
NA21143	peripheral 	blood 	DNA unknown
NA21144	peripheral 	blood 	DNA unknown
